"service","category","code","type","status","title","description","moc_url"
"Air Force","Enlisted","3D1X0","AFSC","Active","Cyber Systems","Manages system analysis and design, programming, systems operation and maintenance, resource management and security management. Directs activities for installing, maintaining, repairing, overhauling, deploying, and modifying cyberspace systems and equipment platforms to include: voice, data, video client devices and network infrastructure systems, ground radar, radio, meteorological, navigation, satellite, intrusion detection, space systems, telemetry, microwave, and cryptographic. In addition, manages and directs network and electronic warfare operations in garrison and at deployed locations by performing duties to develop, sustain, and enhance network and electromagnetic capabilities to defend national interests from attack and to create effects in the cyberspace domain to achieve national objectives.",NULL
"Air Force","Enlisted","3D1X1","AFSC","Active","Client Systems","Deploys, sustains, troubleshoots and repairs standard voice, data, video network and cryptographic client devices in fixed and deployed environments. Sustains and operates systems through effective troubleshooting, repair, and system performance analysis. Manages client user accounts and organizational client device accounts.",NULL
"Air Force","Enlisted","3D1X2","AFSC","Active","Cyber Transport Systems","Deploys, sustains, troubleshoots and repairs standard voice, data and video network infrastructure systems, IP detection systems and cryptographic equipment. Performs, coordinates, integrates and supervises network design, configuration, operation, defense, restoration, and improvements. Analyzes capabilities and performance, identifies problems, and takes corrective action. Fabricates, terminates, and interconnects wiring and associated network infrastructure devices.",NULL
"Air Force","Enlisted","3D1X3","AFSC","Active","RF Transmission Systems","Deploys, sustains, troubleshoots and repairs standard radio frequency wireless, line-of-sight, beyond line-of-sight, wideband, and ground-based satellite and encryption transmission devices in a fixed and deployed environment. Included are multiple waveform systems operating across the spectrum, keying and signal devices; telemetry, and instrumentation systems. Establishes and maintains circuits, configures and manages system and network connectivity.",NULL
"Air Force","Enlisted","3D1X4","AFSC","Active","Spectrum Operations","The Spectrum Operations technician analyzes requirements and requests frequencies to support terrestrial, aircraft, and space systems and coordinate radio, radar, land, and other electromagnetic radiating or receiving requirements. They possess a solid understanding of wireless communications systems technologies and configurations and provide guidance to program offices, developers, and potential users of radiating and receiving equipment planned for introduction into the Air Force inventory and for modification to existing equipment.",NULL
"Air Force","Enlisted","3D1X5","AFSC","Active","Ground Radar Systems","Installs, maintains, and repairs fixed or mobile air traffic control, weather, ground aircraft control and warning radar systems, related radar operator training devices, aircraft identification equipment, remoting systems, video mappers, computerized processors, and communications subsystems. Operates and relocates related support and communications equipment. Uses electronic test equipment.",NULL
"Air Force","Enlisted","3D1X6","AFSC","Active","Airfield Systems","Installs, removes, relocates, modifies, deploys, and maintains fixed and mobile meteorological, navigation and air traffic control ground-to-air radio systems. Accomplishes flight inspection duties for navigational aids. Analyzes equipment performance trends. Supervises Airfield Systems maintenance activities.",NULL
"Air Force","Enlisted","3D1X7","AFSC","Active","Cable and Antenna Systems","Provides command and control (C2) capabilities through installation, maintenance, fault isolation, and reconstitution of fixed cable and wireless distribution systems, local area networks (LAN), and wide area networks (WAN) in support of tactical and strategic operations. Monitors and analyzes performance of underground, buried, and aerial cable and antenna networks.",NULL
"Air Force","Enlisted","3E0X0","AFSC","Active","Electrical","Manages resources and activities devoted to installation or removal, operation, maintenance, and repair of all electrical power distribution systems; electrical power generating and control systems; fire alarms and intrusion detection systems; airfield lighting systems; and aircraft arresting systems.",NULL
"Air Force","Enlisted","3E0X1","AFSC","Active","Electrical Systems","Installs, inspects, maintains, troubleshoots, repairs, and modifies electrical distribution systems and components above and below 600 volts; airfield lighting systems; fire al arms and intrusion detection systems, and complies with environmental and safety regulations and practices.",NULL
